Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides HE1,Peptides HE2,Peptides HE3,Peptides HE4,Peptides PE1,Peptides PE2,Peptides PE3,Peptides PE4,Razor + unique peptides HE1,Razor + unique peptides HE2,Razor + unique peptides HE3,Razor + unique peptides HE4,Razor + unique peptides PE1,Razor + unique peptides PE2,Razor + unique peptides PE3,Razor + unique peptides PE4,Unique peptides HE1,Unique peptides HE2,Unique peptides HE3,Unique peptides HE4,Unique peptides PE1,Unique peptides PE2,Unique peptides PE3,Unique peptides PE4,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type HE1,Identification type HE2,Identification type HE3,Identification type HE4,Identification type PE1,Identification type PE2,Identification type PE3,Identification type PE4,Sequence coverage HE1 [%],Sequence coverage HE2 [%],Sequence coverage HE3 [%],Sequence coverage HE4 [%],Sequence coverage PE1 [%],Sequence coverage PE2 [%],Sequence coverage PE3 [%],Sequence coverage PE4 [%],Intensity,Intensity HE1,Intensity HE2,Intensity HE3,Intensity HE4,Intensity PE1,Intensity PE2,Intensity PE3,Intensity PE4,LFQ intensity HE1,LFQ intensity HE2,LFQ intensity HE3,LFQ intensity HE4,LFQ intensity PE1,LFQ intensity PE2,LFQ intensity PE3,LFQ intensity PE4,MS/MS count HE1,MS/MS count HE2,MS/MS count HE3,MS/MS count HE4,MS/MS count PE1,MS/MS count PE2,MS/MS count PE3,MS/MS count PE4,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
Q8TC12,Q8TC12,1,1,1,Retinol dehydrogenase 11,RDH11,sp|Q8TC12|RDH11_HUMAN Retinol dehydrogenase 11 OS=Homo sapiens OX=9606 GN=RDH11 PE=1 SV=2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.4,4.4,4.4,35.386,318,318,1,8,0,43.86,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4683800,1316700,488130,542810,0,431300,562060,672950,669920,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,8,,,,1980,1862,TRUE,1945,11572;11573;11574;11575;11576;11577;11578;11579,8431;8432;8433;8434;8435;8436;8437;8438,8438,,,9606
Q8TC76,Q8TC76,1,1,1,Protein FAM110B,FAM110B,sp|Q8TC76|F110B_HUMAN Protein FAM110B OS=Homo sapiens OX=9606 GN=FAM110B PE=1 SV=1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,5.4,5.4,5.4,40.727,370,370,1,3,0.0041937,6.4682,,,,By MS/MS,,,By matching,,0,0,0,5.4,0,0,5.4,0,1189300,0,0,0,872850,0,0,316410,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,1981,6813,TRUE,7096,42960;42961;42962,31247,31247,,,9606
Q8TCB0,Q8TCB0,3,3,3,Interferon-induced protein 44,IFI44,sp|Q8TCB0|IFI44_HUMAN Interferon-induced protein 44 OS=Homo sapiens OX=9606 GN=IFI44 PE=1 SV=2,1,3,3,3,1,1,3,0,0,2,0,0,1,1,3,0,0,2,0,0,1,1,3,0,0,2,0,0,7.4,7.4,7.4,50.49,444,444,1,7,0,19.088,By matching,By MS/MS,By MS/MS,,,By MS/MS,,,2.5,2.5,7.4,0,0,4.1,0,0,3138600,382210,0,1397500,0,0,1358900,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,5,,,,1982,4783;7002;7541,True;True;True,4985;7296;7848,29990;29991;29992;29993;44063;47333;47334,21866;21867;21868;32092;34435,21867;32092;34435,,,9606
Q8TCC3,Q8TCC3,2,2,2,"39S ribosomal protein L30, mitochondrial",MRPL30,"sp|Q8TCC3|RM30_HUMAN 39S ribosomal protein L30, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL30 PE=1 SV=1",1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,1,1,2,2,2,1,23.6,23.6,23.6,18.546,161,161,1,12,0,16.292,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,10.6,23.6,13,13,23.6,23.6,23.6,10.6,15804000,2711700,1550300,170960,233280,4757100,1997300,2495500,1888400,0,2589600,0,0,3126700,1787300,2435200,0,0,2,0,1,2,1,2,0,8,,,,1983,10273;11396,True;True,10747;11920,65061;65062;65063;65064;65065;65066;72812;72813;72814;72815;72816;72817,47459;47460;47461;47462;47463;53345;53346;53347;53348,47463;53345,,,9606
Q8TCD5,Q8TCD5,2,2,2,"5(3)-deoxyribonucleotidase, cytosolic type",NT5C,"sp|Q8TCD5|NT5C_HUMAN 5(3)-deoxyribonucleotidase, cytosolic type OS=Homo sapiens OX=9606 GN=NT5C PE=1 SV=2",1,2,2,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,15.4,15.4,15.4,23.382,201,201,1,12,0,14.793,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,15.4,6.5,6.5,6.5,15.4,15.4,6.5,15.4,7376300,1667900,272330,488620,499140,1523000,1504600,404740,1015900,383340,0,0,0,551720,581820,0,393110,2,1,1,1,2,0,1,2,10,,,,1984,1220;9126,True;True,1279;9567,7558;7559;7560;7561;58021;58022;58023;58024;58025;58026;58027;58028,5540;5541;5542;42280;42281;42282;42283;42284;42285;42286,5542;42282,,,9606
Q8TCJ2,Q8TCJ2,3,3,3,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,STT3B,sp|Q8TCJ2|STT3B_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B OS=Homo sapiens OX=9606 GN=STT3B PE=1 SV=1,1,3,3,3,3,1,3,0,0,1,1,2,3,1,3,0,0,1,1,2,3,1,3,0,0,1,1,2,3.9,3.9,3.9,93.673,826,826,1,11,0,18.004,By MS/MS,By MS/MS,By MS/MS,,,By MS/MS,By matching,By MS/MS,3.9,1.3,3.9,0,0,1.3,1.3,2.8,4262200,3301400,26342,168870,0,0,0,25290,740260,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,6,,,,1985,2269;2606;4336,True;True;True,2368;2718;4517,13995;13996;13997;15997;15998;26933;26934;26935;26936;26937;26938,10145;10146;11600;19678;19679;19680,10145;11600;19679,546,728,9606
Q8TCS8,Q8TCS8,4,4,4,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial",PNPT1,"sp|Q8TCS8|PNPT1_HUMAN Polyribonucleotide nucleotidyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PNPT1 PE=1 SV=2",1,4,4,4,3,2,2,2,1,4,3,4,3,2,2,2,1,4,3,4,3,2,2,2,1,4,3,4,6,6,6,85.95,783,783,1,22,0,23.423,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.7,3.4,3.4,3.6,1.1,6,4.7,6,9417900,1321700,873330,1171700,857820,1241900,1241500,1765200,944740,375340,593000,0,519690,0,438760,599030,428200,1,2,0,1,1,3,1,1,10,,,,1986,1996;4704;9886;10794,True;True;True;True,2086;4901;10354;11295,12449;12450;12451;12452;12453;29429;29430;29431;29432;29433;29434;29435;62810;62811;62812;62813;62814;62815;62816;62817;68991;68992,9095;21479;21480;21481;21482;21483;45751;45752;50497;50498,9095;21483;45752;50498,,,9606
Q8TD19,Q8TD19,3,3,3,Serine/threonine-protein kinase Nek9,NEK9,sp|Q8TD19|NEK9_HUMAN Serine/threonine-protein kinase Nek9 OS=Homo sapiens OX=9606 GN=NEK9 PE=1 SV=2,1,3,3,3,3,3,1,1,2,1,2,3,3,3,1,1,2,1,2,3,3,3,1,1,2,1,2,3,5.6,5.6,5.6,107.17,979,979,1,16,0,18.447,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,By matching,By MS/MS,By MS/MS,5.6,5.6,1.9,1.9,3.9,1.9,3.9,5.6,10820000,3316600,1409900,331550,406910,817220,415850,1231500,2889900,549320,662500,0,0,579350,0,830960,704150,4,1,1,0,0,0,2,2,10,,,,1987,265;6484;11231,True;True;True,276;6754;11750,1637;1638;1639;40853;40854;40855;40856;40857;40858;40859;71757;71758;71759;71760;71761;71762,1213;1214;29705;29706;29707;52576;52577;52578;52579;52580,1213;29707;52578,,,9606
Q8TD55,Q8TD55,3,3,3,Pleckstrin homology domain-containing family O member 2,PLEKHO2,sp|Q8TD55|PKHO2_HUMAN Pleckstrin homology domain-containing family O member 2 OS=Homo sapiens OX=9606 GN=PLEKHO2 PE=1 SV=1,1,3,3,3,2,2,2,0,2,1,0,2,2,2,2,0,2,1,0,2,2,2,2,0,2,1,0,2,8,8,8,53.349,490,490,1,11,0,31.822,By MS/MS,By matching,By MS/MS,,By MS/MS,By MS/MS,,By MS/MS,5.1,5.1,5.1,0,5.3,2.7,0,5.1,7296100,753800,1714600,301190,0,2142100,0,0,2384500,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,6,,,,1988,1256;2355;2883,True;True;True,1315;2458;3007,7742;7743;7744;7745;7746;14510;14511;14512;14513;14514;17765,5676;5677;5678;5679;10524;12889,5677;10524;12889,,,9606
Q8TDD1,Q8TDD1,4,4,4,ATP-dependent RNA helicase DDX54,DDX54,sp|Q8TDD1|DDX54_HUMAN ATP-dependent RNA helicase DDX54 OS=Homo sapiens OX=9606 GN=DDX54 PE=1 SV=2,1,4,4,4,2,1,1,4,2,1,2,2,2,1,1,4,2,1,2,2,2,1,1,4,2,1,2,2,9.3,9.3,9.3,98.594,881,881,1,15,0,26.144,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,5.1,2.3,2.3,9.3,4.9,2.3,5.1,4.9,5355500,965660,212750,314540,1640300,549940,325260,373020,974090,404660,0,0,546370,275420,0,272760,489240,1,1,1,4,1,1,1,2,12,,,,1989,3998;8598;9808;10006,True;True;True;True,4161;9026;10274;10476,24703;54811;54812;54813;54814;54815;54816;54817;54818;62290;62291;62292;63582;63583;63584,17995;40057;40058;40059;40060;40061;40062;40063;45360;45361;46337;46338,17995;40063;45361;46338,,,9606
Q8TDH9,Q8TDH9,7,7,7,Biogenesis of lysosome-related organelles complex 1 subunit 5,BLOC1S5,sp|Q8TDH9|BL1S5_HUMAN Biogenesis of lysosome-related organelles complex 1 subunit 5 OS=Homo sapiens OX=9606 GN=BLOC1S5 PE=1 SV=1,1,7,7,7,3,5,5,4,5,5,3,5,3,5,5,4,5,5,3,5,3,5,5,4,5,5,3,5,44.4,44.4,44.4,21.609,187,187,1,45,0,45.05,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,18.7,38.5,32.1,26.2,32.1,30.5,18.7,39.6,70486000,6646600,8700900,13428000,5768900,17902000,3886900,2435300,11718000,2852000,7592200,6647800,4089800,5846700,4618300,2225000,6514400,2,3,4,2,5,3,3,5,27,,,,1990,1254;6701;6784;8171;8684;9087;12365,True;True;True;True;True;True;True,1313;6979;7067;8576;8577;9115;9526;12934,7739;42277;42278;42279;42280;42281;42282;42817;42818;42819;42820;42821;42822;42823;42824;52016;52017;52018;52019;52020;52021;52022;52023;52024;52025;52026;52027;52028;52029;52030;52031;55365;55366;55367;57762;57763;57764;79143;79144;79145;79146;79147;79148;79149;79150,5673;30749;30750;30751;31138;31139;31140;31141;31142;31143;31144;37983;37984;37985;37986;37987;37988;37989;37990;37991;37992;37993;40458;42103;57942;57943;57944,5673;30750;31144;37986;40458;42103;57944,547,82,9606
Q8TDM0,Q8TDM0,1,1,1,Breast carcinoma-amplified sequence 4,BCAS4,sp|Q8TDM0|BCAS4_HUMAN Breast carcinoma-amplified sequence 4 OS=Homo sapiens OX=9606 GN=BCAS4 PE=1 SV=1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,5.2,5.2,5.2,22.758,211,211,1,2,0.0073801,6.2455,,By MS/MS,By MS/MS,,,,,,0,5.2,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,,,,1991,12193,TRUE,12758,78037;78038,57082;57083,57083,,,9606
Q8TDN6,Q8TDN6,2,2,2,Ribosome biogenesis protein BRX1 homolog,BRIX1,sp|Q8TDN6|BRX1_HUMAN Ribosome biogenesis protein BRX1 homolog OS=Homo sapiens OX=9606 GN=BRIX1 PE=1 SV=2,1,2,2,2,2,2,1,1,0,1,2,1,2,2,1,1,0,1,2,1,2,2,1,1,0,1,2,1,7.6,7.6,7.6,41.401,353,353,1,10,0,12.112,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,By matching,By matching,By matching,7.6,7.6,3.1,3.1,0,3.1,7.6,3.1,13459000,3583200,2657300,2255400,1982700,0,1069500,1165500,745870,1194200,1399100,0,0,0,0,952520,0,2,0,0,1,0,0,0,0,3,,,,1992,2031;10998,True;True,2121;11504,12653;12654;12655;12656;12657;12658;12659;70262;70263;70264,9251;9252;51467,9251;51467,,,9606
Q8TDX7;Q9HC98,Q8TDX7;Q9HC98,1;1,1;1,1;1,Serine/threonine-protein kinase Nek7;Serine/threonine-protein kinase Nek6,NEK7;NEK6,sp|Q8TDX7|NEK7_HUMAN Serine/threonine-protein kinase Nek7 OS=Homo sapiens OX=9606 GN=NEK7 PE=1 SV=1;sp|Q9HC98|NEK6_HUMAN Serine/threonine-protein kinase Nek6 OS=Homo sapiens OX=9606 GN=NEK6 PE=1 SV=2,2,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,2.6,2.6,2.6,34.551,302,302;313,1,4,0.0056117,6.3439,,,By MS/MS,By MS/MS,By MS/MS,,,By MS/MS,0,0,2.6,2.6,2.6,0,0,2.6,521640,0,0,0,186290,335350,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,,,,1993,6426,TRUE,6692,40491;40492;40493;40494,29425;29426;29427,29427,,,9606;9606
Q8TDZ2,Q8TDZ2,3,3,3,Protein-methionine sulfoxide oxidase MICAL1,MICAL1,sp|Q8TDZ2|MICA1_HUMAN [F-actin]-monooxygenase MICAL1 OS=Homo sapiens OX=9606 GN=MICAL1 PE=1 SV=2,1,3,3,3,2,1,2,2,0,1,1,1,2,1,2,2,0,1,1,1,2,1,2,2,0,1,1,1,3.4,3.4,3.4,117.87,1067,1067,1,10,0,18.543,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,By matching,By MS/MS,By MS/MS,2.2,1.3,2.2,2.2,0,0.8,1.2,1.2,1239500,314240,68530,314320,317490,0,224930,0,0,0,0,139360,144040,0,0,0,0,1,0,0,2,0,0,1,1,5,,,,1994,5716;5730;9351,True;True;True,5960;5974;9797,36087;36088;36089;36090;36223;36224;36225;36226;59394;59395,26271;26379;26380;43218;43219,26271;26380;43219,,,9606
Q8TEA8,Q8TEA8,2,2,2,D-tyrosyl-tRNA(Tyr) deacylase 1,DTD1,sp|Q8TEA8|DTD1_HUMAN D-aminoacyl-tRNA deacylase 1 OS=Homo sapiens OX=9606 GN=DTD1 PE=1 SV=2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,14.8,14.8,14.8,23.423,209,209,1,14,0,38.989,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,14.8,14.8,14.8,14.8,14.8,7.7,14.8,7.7,9657900,2135800,1539600,1177200,1497500,1644400,303670,1111100,248720,449670,1065700,571130,679800,782300,0,507210,0,0,2,2,3,2,1,2,2,14,,,,1995,855;9612,True;True,898;10071,5214;5215;5216;5217;5218;5219;61062;61063;61064;61065;61066;61067;61068;61069,3788;3789;3790;3791;3792;3793;44428;44429;44430;44431;44432;44433;44434;44435;44436,3791;44429,,,9606
Q8TED0,Q8TED0,1,1,1,U3 small nucleolar RNA-associated protein 15 homolog,UTP15,sp|Q8TED0|UTP15_HUMAN U3 small nucleolar RNA-associated protein 15 homolog OS=Homo sapiens OX=9606 GN=UTP15 PE=1 SV=3,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,4.6,4.6,4.6,58.414,518,518,1,3,0.0017746,10.749,,,,By MS/MS,,,By MS/MS,By matching,0,0,0,4.6,0,0,4.6,4.6,1494400,0,0,0,368830,0,0,410840,714710,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,,,,1996,942,TRUE,990,5831;5832;5833,4253;4254,4254,,,9606
Q8TEM1,Q8TEM1,3,3,3,Nuclear pore membrane glycoprotein 210,NUP210,sp|Q8TEM1|PO210_HUMAN Nuclear pore membrane glycoprotein 210 OS=Homo sapiens OX=9606 GN=NUP210 PE=1 SV=3,1,3,3,3,3,2,1,0,0,2,1,3,3,2,1,0,0,2,1,3,3,2,1,0,0,2,1,3,2.1,2.1,2.1,205.11,1887,1887,1,13,0,19.928,By MS/MS,By MS/MS,By MS/MS,,,By MS/MS,By matching,By MS/MS,2.1,1.4,0.5,0,0,1.3,0.8,2.1,5199100,2231500,363700,185130,0,0,849250,300310,1269200,469430,278510,0,0,0,368570,0,301420,3,1,1,0,0,1,0,2,8,,,,1997,11372;11464;11609,True;True;True,11896;11990;12150,72664;72665;72666;73229;73230;73231;73232;73233;73234;74294;74295;74296;74297,53242;53243;53670;53671;53672;54481;54482;54483,53242;53670;54481,,,9606
Q8TEQ0,Q8TEQ0,1,1,1,Sorting nexin-29,SNX29,sp|Q8TEQ0|SNX29_HUMAN Sorting nexin-29 OS=Homo sapiens OX=9606 GN=SNX29 PE=1 SV=3,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1.6,1.6,1.6,91.253,813,813,1,7,0.0035129,6.6616,By MS/MS,,By matching,By MS/MS,By matching,By MS/MS,By matching,By MS/MS,1.6,0,1.6,1.6,1.6,1.6,1.6,1.6,1253600,303500,0,98779,210390,67252,228900,231700,113030,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,,,,1998,513,TRUE,539,3175;3176;3177;3178;3179;3180;3181,2380;2381;2382,2380,,,9606
Q8TEQ6,Q8TEQ6,1,1,1,Gem-associated protein 5,GEMIN5,sp|Q8TEQ6|GEMI5_HUMAN Gem-associated protein 5 OS=Homo sapiens OX=9606 GN=GEMIN5 PE=1 SV=3,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.9,0.9,0.9,168.59,1508,1508,1,2,0.0052731,6.3934,By MS/MS,,,,,,,By MS/MS,0.9,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,,,,1999,2048,TRUE,2138,12767;12768,9325;9326,9325,,,9606
Q8TEW0,Q8TEW0,5,5,5,Partitioning defective 3 homolog,PARD3,sp|Q8TEW0|PARD3_HUMAN Partitioning defective 3 homolog OS=Homo sapiens OX=9606 GN=PARD3 PE=1 SV=2,1,5,5,5,3,1,1,0,0,2,3,5,3,1,1,0,0,2,3,5,3,1,1,0,0,2,3,5,4.4,4.4,4.4,151.42,1356,1356,1,15,0,32.92,By MS/MS,By matching,By matching,,,By MS/MS,By MS/MS,By MS/MS,2.8,0.7,1,0,0,1.6,2.8,4.4,4562500,1042600,181300,35116,0,0,569190,1034500,1699800,272080,0,0,0,0,276280,274350,575390,2,0,0,0,0,1,1,5,9,,,,2000,1355;1453;2311;7005;12236,True;True;True;True;True,1421;1524;2411;7299;12803,8342;9011;14229;14230;14231;44073;44074;44075;44076;44077;78327;78328;78329;78330;78331,6077;6529;10322;10323;32099;32100;32101;32102;57298,6077;6529;10323;32099;57298,,,9606
Q8TEX9,Q8TEX9,3,3,3,Importin-4,IPO4,sp|Q8TEX9|IPO4_HUMAN Importin-4 OS=Homo sapiens OX=9606 GN=IPO4 PE=1 SV=2,1,3,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3.6,3.6,3.6,118.71,1081,1081,1,17,0,36.966,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,3.6,1.9,1.9,1.9,1.9,1.9,1.9,1.9,10329000,3446300,503190,1414700,730180,921930,1163700,845850,1302700,1126800,497030,1015700,637920,748280,834570,690430,895780,2,2,1,1,1,2,1,1,11,,,,2001,2032;5249;6838,True;True;True,2122;5480;7122,12660;12661;12662;12663;12664;12665;12666;12667;33037;43111;43112;43113;43114;43115;43116;43117;43118,9253;9254;24088;31372;31373;31374;31375;31376;31377;31378;31379,9254;24088;31373,,,9606
Q8TF68,Q8TF68,1,1,1,Zinc finger protein 384,ZNF384,sp|Q8TF68|ZN384_HUMAN Zinc finger protein 384 OS=Homo sapiens OX=9606 GN=ZNF384 PE=1 SV=2,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,2.1,2.1,2.1,63.218,577,577,1,5,0.0025306,7.5033,,By matching,By MS/MS,By MS/MS,,By MS/MS,,By MS/MS,0,2.1,2.1,2.1,0,2.1,0,2.1,2062100,0,317940,478260,726690,0,304130,0,235050,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,,,,2002,238,TRUE,248,1442;1443;1444;1445;1446,1075;1076,1076,,,9606
Q8WTT2,Q8WTT2,2,2,2,Nucleolar complex protein 3 homolog,NOC3L,sp|Q8WTT2|NOC3L_HUMAN Nucleolar complex protein 3 homolog OS=Homo sapiens OX=9606 GN=NOC3L PE=1 SV=1,1,2,2,2,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,2.4,2.4,2.4,92.547,800,800,1,5,0.0013351,10.847,By MS/MS,,By MS/MS,By matching,By MS/MS,,,By MS/MS,1,0,1,1.4,1.4,0,0,1.4,645790,132590,0,60102,80987,188950,0,0,183170,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,,,,2003,1301;4306,True;True,1363;4486,8025;8026;8027;26734;26735,5874;19530;19531,5874;19531,,,9606
Q8WU39,Q8WU39,3,3,3,Marginal zone B- and B1-cell-specific protein,MZB1,sp|Q8WU39|MZB1_HUMAN Marginal zone B- and B1-cell-specific protein OS=Homo sapiens OX=9606 GN=MZB1 PE=1 SV=1,1,3,3,3,2,2,3,3,3,3,3,2,2,2,3,3,3,3,3,2,2,2,3,3,3,3,3,2,17.5,17.5,17.5,20.694,189,189,1,22,0,75.948,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,11.1,11.1,17.5,17.5,17.5,17.5,17.5,11.1,94938000,16672000,4204700,13683000,15301000,17931000,14994000,8826300,3326100,4193600,3384000,7004100,7436800,6228500,5074600,3237800,1196000,2,2,2,3,3,2,3,1,18,,,,2004,918;2078;8384,True;True;True,965;2168;8804,5637;5638;5639;5640;5641;5642;12911;12912;12913;12914;12915;12916;12917;12918;53443;53444;53445;53446;53447;53448;53449;53450,4100;4101;4102;4103;9419;9420;9421;9422;9423;9424;9425;9426;39077;39078;39079;39080;39081;39082;39083,4100;9420;39077,,,9606
Q8WU79,Q8WU79,6,6,5,Stromal membrane-associated protein 2,SMAP2,sp|Q8WU79|SMAP2_HUMAN Stromal membrane-associated protein 2 OS=Homo sapiens OX=9606 GN=SMAP2 PE=1 SV=1,1,6,6,5,4,5,5,6,6,5,6,4,4,5,5,6,6,5,6,4,3,4,4,5,5,4,5,3,17.2,17.2,15.4,46.785,429,429,1,42,0,70.167,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,9.6,11.7,11.7,17.2,17.2,15.2,17.2,9.1,82370000,9406800,6999500,8443000,10739000,16190000,11569000,12611000,6412000,2555300,3811500,4084400,3647000,4116900,3550700,3378800,3416300,3,4,3,4,7,5,5,3,34,,,,2005,5636;7632;8117;9416;9944;11027,True;True;True;True;True;True,5878;7943;8516;9864;10414;11535,35592;35593;35594;35595;35596;35597;47940;47941;47942;47943;47944;47945;47946;51667;51668;51669;51670;51671;51672;51673;51674;51675;59786;59787;59788;59789;59790;59791;59792;59793;63216;63217;63218;63219;63220;63221;63222;63223;70424;70425;70426;70427,25917;25918;25919;25920;25921;25922;34867;34868;34869;34870;34871;37718;37719;37720;37721;37722;37723;37724;37725;43507;43508;43509;43510;43511;43512;43513;43514;46069;46070;51569;51570;51571;51572;51573,25919;34871;37718;43513;46069;51573,,,9606
Q8WU90,Q8WU90,3,3,3,Zinc finger CCCH domain-containing protein 15,ZC3H15,sp|Q8WU90|ZC3HF_HUMAN Zinc finger CCCH domain-containing protein 15 OS=Homo sapiens OX=9606 GN=ZC3H15 PE=1 SV=1,1,3,3,3,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,9.4,9.4,9.4,48.602,426,426,1,5,0,18.001,By MS/MS,,,By matching,By MS/MS,,By MS/MS,By MS/MS,2.3,0,0,4.7,4.7,0,2.3,2.3,559860,0,0,0,213480,170120,0,48380,127870,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,,,,2006,2975;3919;5116,True;True;True,3104;4080;5341,18348;18349;24255;32150;32151,13322;17686;23426,13322;17686;23426,,,9606
Q8WUA2,Q8WUA2,1,1,1,Peptidyl-prolyl cis-trans isomerase-like 4,PPIL4,sp|Q8WUA2|PPIL4_HUMAN Peptidyl-prolyl cis-trans isomerase-like 4 OS=Homo sapiens OX=9606 GN=PPIL4 PE=1 SV=1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,2.4,2.4,2.4,57.224,492,492,1,5,0.0028618,7.0896,By MS/MS,,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,2.4,0,0,2.4,2.4,2.4,2.4,0,1423100,538280,0,0,231250,0,170080,483460,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,5,,,,2007,9584,TRUE,10040,60869;60870;60871;60872;60873,44267;44268;44269;44270;44271,44270,,,9606
Q8WUA7,Q8WUA7,1,1,1,TBC1 domain family member 22A,TBC1D22A,sp|Q8WUA7|TB22A_HUMAN TBC1 domain family member 22A OS=Homo sapiens OX=9606 GN=TBC1D22A PE=1 SV=2,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,5.6,5.6,5.6,59.12,517,517,1,2,0.0021701,8.4001,,,By MS/MS,By matching,,,,,0,0,5.6,5.6,0,0,0,0,1583500,0,0,749470,834030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,2008,10163,TRUE,10636,64436;64437,47007,47007,,,9606
