Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides PD1,Peptides PD2,Peptides PD3,Peptides PD4,Peptides PE1,Peptides PE2,Peptides PE3,Peptides PE4,Razor + unique peptides PD1,Razor + unique peptides PD2,Razor + unique peptides PD3,Razor + unique peptides PD4,Razor + unique peptides PE1,Razor + unique peptides PE2,Razor + unique peptides PE3,Razor + unique peptides PE4,Unique peptides PD1,Unique peptides PD2,Unique peptides PD3,Unique peptides PD4,Unique peptides PE1,Unique peptides PE2,Unique peptides PE3,Unique peptides PE4,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type PD1,Identification type PD2,Identification type PD3,Identification type PD4,Identification type PE1,Identification type PE2,Identification type PE3,Identification type PE4,Sequence coverage PD1 [%],Sequence coverage PD2 [%],Sequence coverage PD3 [%],Sequence coverage PD4 [%],Sequence coverage PE1 [%],Sequence coverage PE2 [%],Sequence coverage PE3 [%],Sequence coverage PE4 [%],Intensity,Intensity PD1,Intensity PD2,Intensity PD3,Intensity PD4,Intensity PE1,Intensity PE2,Intensity PE3,Intensity PE4,LFQ intensity PD1,LFQ intensity PD2,LFQ intensity PD3,LFQ intensity PD4,LFQ intensity PE1,LFQ intensity PE2,LFQ intensity PE3,LFQ intensity PE4,MS/MS count PD1,MS/MS count PD2,MS/MS count PD3,MS/MS count PD4,MS/MS count PE1,MS/MS count PE2,MS/MS count PE3,MS/MS count PE4,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
Q9Y265,Q9Y265,5,5,5,RuvB-like 1,RUVBL1,sp|Q9Y265|RUVB1_HUMAN RuvB-like 1 OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1,1,5,5,5,5,4,2,5,4,5,5,5,5,4,2,5,4,5,5,5,5,4,2,5,4,5,5,5,13.2,13.2,13.2,50.227,456,456,1,36,0,54.782,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,13.2,10.3,5,13.2,10.1,13.2,13.2,13.2,39922000,3167900,4029100,330300,6364800,4227200,7563700,5395400,8843900,4668000,6416600,0,4894200,3421900,3608500,4215100,3270000,4,4,2,5,3,5,4,4,31,,,,2543,898;3268;7988;10064;11928,True;True;True;True;True,940;3393;8366;10515;12453,4965;4966;4967;4968;4969;4970;4971;4972;4973;18121;18122;18123;18124;18125;18126;18127;18128;46271;46272;46273;46274;46275;46276;58462;58463;58464;58465;58466;58467;58468;69349;69350;69351;69352;69353;69354,3573;3574;3575;3576;3577;3578;3579;3580;12896;12897;12898;12899;12900;12901;12902;12903;33175;33176;41949;41950;41951;41952;41953;41954;41955;49836;49837;49838;49839;49840;49841,3578;12898;33175;41950;49837,,,9606
Q9Y266,Q9Y266,14,14,14,Nuclear migration protein nudC,NUDC,sp|Q9Y266|NUDC_HUMAN Nuclear migration protein nudC OS=Homo sapiens OX=9606 GN=NUDC PE=1 SV=1,1,14,14,14,3,3,3,3,12,9,10,12,3,3,3,3,12,9,10,12,3,3,3,3,12,9,10,12,44.4,44.4,44.4,38.242,331,331,1,61,0,96.352,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,12.7,11.8,11.8,14.8,33.5,32,27.2,36.3,159570000,909620,1058400,486830,1309400,39694000,37131000,35788000,43195000,1099600,775830,1414200,1033900,20444000,18862000,18843000,21129000,1,1,1,1,10,8,9,13,44,,,,2544,1983;1984;2692;3215;3422;5560;6254;6899;7139;8699;9109;9404;9836;11362,True;True;True;True;True;True;True;True;True;True;True;True;True;True,2064;2065;2796;3340;3556;5786;5787;6500;7166;7412;9100;9101;9525;9829;10273;11874,11090;11091;11092;11093;11094;11095;11096;14786;14787;17813;17814;17815;17816;18972;31832;31833;31834;31835;31836;31837;35766;35767;35768;35769;35770;35771;35772;35773;39309;39310;39311;39312;39313;40613;40614;40615;40616;50350;50351;50352;50353;50354;50355;50356;50357;50358;50359;50360;52649;54374;54375;54376;56937;56938;56939;66055;66056;66057;66058;66059;66060,7844;7845;10440;12675;12676;12677;12678;13527;22696;22697;22698;22699;22700;22701;25530;25531;25532;25533;25534;25535;25536;25537;28063;28064;28065;28066;28960;28961;28962;28963;35923;35924;35925;35926;35927;37513;38783;38784;38785;40783;40784;47426;47427;47428;47429,7844;7845;10440;12675;13527;22697;25530;28066;28963;35926;37513;38785;40784;47429,601,50,9606
Q9Y277,Q9Y277,4,4,4,Voltage-dependent anion-selective channel protein 3,VDAC3,sp|Q9Y277|VDAC3_HUMAN Voltage-dependent anion-selective channel protein 3 OS=Homo sapiens OX=9606 GN=VDAC3 PE=1 SV=1,1,4,4,4,1,4,3,2,1,2,1,2,1,4,3,2,1,2,1,2,1,4,3,2,1,2,1,2,20.1,20.1,20.1,30.658,283,283,1,16,0,48.106,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.6,20.1,19.8,11.7,8.1,12.7,4.6,12.7,17725000,741740,3674100,324800,1763300,595960,3743500,2503900,4378100,0,3118600,0,2793400,0,2781200,0,3241500,1,3,1,1,1,1,1,2,11,,,,2545,17;7028;7029;11070,True;True;True;True,17;7298;7299;11573,87;88;89;90;91;40000;40001;40002;40003;40004;40005;40006;40007;64422;64423;64424,58;59;28531;28532;28533;28534;28535;28536;28537;28538;46288,58;28531;28538;46288,,,9606
Q9Y285,Q9Y285,4,4,4,Phenylalanine--tRNA ligase alpha subunit,FARSA,sp|Q9Y285|SYFA_HUMAN Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=3,1,4,4,4,2,1,1,2,3,3,4,3,2,1,1,2,3,3,4,3,2,1,1,2,3,3,4,3,19.9,19.9,19.9,57.563,508,508,1,19,0,114,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,9.3,6.7,2.6,9.3,15.2,14,19.9,15.2,27151000,645320,253510,356500,2712100,3365100,3738300,6708500,9371600,1763300,0,0,4753300,2480100,2519200,3393300,5403600,1,0,1,2,3,3,4,3,17,,,,2546,1303;4045;7490;8719,True;True;True;True,1362;4203;7841;9121,7224;7225;22576;22577;22578;22579;22580;22581;22582;43398;43399;43400;43401;43402;43403;43404;50463;50464;50465,5133;5134;16155;16156;16157;16158;16159;16160;16161;30997;30998;30999;31000;31001;31002;35999;36000;36001,5133;16161;31002;35999,,,9606
Q9Y295,Q9Y295,4,4,4,Developmentally-regulated GTP-binding protein 1,DRG1,sp|Q9Y295|DRG1_HUMAN Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=DRG1 PE=1 SV=1,1,4,4,4,4,3,2,4,4,4,2,2,4,3,2,4,4,4,2,2,4,3,2,4,4,4,2,2,13.1,13.1,13.1,40.542,367,367,1,26,0,97.189,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,13.1,9.3,4.9,13.1,13.1,13.1,4.9,4.9,8689500,744450,1979400,87270,1416800,1267400,1962000,629620,602550,1060100,2398400,1074400,1629900,790350,726480,980630,952490,2,3,1,3,2,2,1,1,15,,,,2547,4352;4687;9021;11468,True;True;True;True,4525;4880;9434;11983,24546;24547;24548;24549;24550;24551;24552;24553;26655;26656;26657;26658;26659;52196;52197;52198;52199;52200;66640;66641;66642;66643;66644;66645;66646;66647,17614;17615;19070;19071;19072;19073;37189;47817;47818;47819;47820;47821;47822;47823;47824,17615;19073;37189;47822,,,9606
Q9Y296,Q9Y296,2,2,2,Trafficking protein particle complex subunit 4,TRAPPC4,sp|Q9Y296|TPPC4_HUMAN Trafficking protein particle complex subunit 4 OS=Homo sapiens OX=9606 GN=TRAPPC4 PE=1 SV=1,1,2,2,2,1,1,0,2,2,2,2,2,1,1,0,2,2,2,2,2,1,1,0,2,2,2,2,2,9.1,9.1,9.1,24.34,219,219,1,12,0.00095694,11.008,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.1,4.1,0,9.1,9.1,9.1,9.1,9.1,2773100,53986,159430,0,138080,627960,510640,549750,733230,0,0,0,454720,604730,547590,649360,631110,0,0,0,0,1,0,2,0,3,,,,2548,7720;8004,True;True,8088;8382,44729;44730;44731;44732;44733;46345;46346;46347;46348;46349;46350;46351,32049;33219;33220,32049;33219,,,9606
Q9Y2D5,Q9Y2D5,15,15,15,A-kinase anchor protein 2,AKAP2,sp|Q9Y2D5|AKAP2_HUMAN A-kinase anchor protein 2 OS=Homo sapiens OX=9606 GN=AKAP2 PE=1 SV=3,1,15,15,15,1,2,2,2,10,13,15,15,1,2,2,2,10,13,15,15,1,2,2,2,10,13,15,15,26.2,26.2,26.2,94.659,859,859,1,64,0,323.31,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,2.2,3.1,3.5,3.1,15.6,23.4,26.2,26.2,141490000,107070,381610,112790,874600,14114000,38726000,30619000,56554000,0,332750,633300,717510,2686000,15062000,11568000,33266000,0,1,0,0,4,11,10,16,42,,,,2549,55;389;702;900;1045;3388;5486;7153;7652;8022;8460;10040;10886;11521;11901,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,57;409;737;942;1093;3519;3520;5705;7427;8010;8400;8854;10491;11377;12037;12426,312;313;314;315;2171;2172;2173;2174;3886;3887;4981;4982;4983;4984;4985;4986;4987;4988;5819;5820;5821;5822;5823;18767;18768;18769;18770;18771;18772;18773;31354;31355;31356;31357;40689;40690;40691;40692;44355;44356;44357;46437;46438;46439;48963;48964;48965;48966;58337;58338;58339;63329;63330;63331;66941;66942;66943;66944;69201;69202;69203;69204;69205;69206,224;225;1611;1612;1613;1614;2833;2834;3588;3589;3590;3591;3592;4202;13392;13393;22365;22366;22367;29006;29007;29008;29009;31721;31722;31723;33279;33280;34978;34979;34980;34981;41865;45512;45513;45514;48026;48027;48028;49704;49705;49706,225;1613;2834;3590;4202;13393;22366;29007;31723;33279;34980;41865;45513;48026;49706,602,671,9606
Q9Y2K2,Q9Y2K2,1,1,1,Serine/threonine-protein kinase SIK3,SIK3,sp|Q9Y2K2|SIK3_HUMAN Serine/threonine-protein kinase SIK3 OS=Homo sapiens OX=9606 GN=SIK3 PE=1 SV=4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.5,1.5,1.5,144.85,1321,1321,1,1,0.0066406,6.1987,,,,,,,,By MS/MS,0,0,0,0,0,0,0,1.5,2665000,0,0,0,0,0,0,0,2665000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,2550,9608,TRUE,10035,55331,39485;39486,39485,,,9606
Q9Y2L1,Q9Y2L1,4,4,4,Exosome complex exonuclease RRP44,DIS3,sp|Q9Y2L1|RRP44_HUMAN Exosome complex exonuclease RRP44 OS=Homo sapiens OX=9606 GN=DIS3 PE=1 SV=2,1,4,4,4,1,2,1,2,0,0,0,2,1,2,1,2,0,0,0,2,1,2,1,2,0,0,0,2,4.5,4.5,4.5,109,958,958,1,9,0,22.919,By MS/MS,By MS/MS,By matching,By MS/MS,,,,By MS/MS,1.1,2,1.1,2.7,0,0,0,1.8,1479200,49696,923010,16097,75028,0,0,0,415410,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,4,,,,2551,3714;3831;4154;11533,True;True;True;True,3859;3982;4320;12049,20558;20559;20560;20561;21256;23291;66988;66989;66990,14700;15211;16665;48056,14700;15211;16665;48056,,,9606
Q9Y2L9,Q9Y2L9,1,1,1,Leucine-rich repeat and calponin homology domain-containing protein 1,LRCH1,sp|Q9Y2L9|LRCH1_HUMAN Leucine-rich repeat and calponin homology domain-containing protein 1 OS=Homo sapiens OX=9606 GN=LRCH1 PE=1 SV=3,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,2.2,2.2,2.2,80.874,728,728,1,4,0.00096899,11.176,,By MS/MS,,,By MS/MS,By matching,,By MS/MS,0,2.2,0,0,2.2,2.2,0,2.2,1831800,0,334580,0,0,464710,407540,0,625000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,,,,2552,435,TRUE,458,2421;2422;2423;2424,1791;1792;1793,1791,,,9606
Q9Y2Q3,Q9Y2Q3,5,5,5,Glutathione S-transferase kappa 1,GSTK1,sp|Q9Y2Q3|GSTK1_HUMAN Glutathione S-transferase kappa 1 OS=Homo sapiens OX=9606 GN=GSTK1 PE=1 SV=3,1,5,5,5,2,3,0,4,4,4,4,4,2,3,0,4,4,4,4,4,2,3,0,4,4,4,4,4,32.7,32.7,32.7,25.497,226,226,1,25,0,49.161,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,11.9,18.6,0,27.9,27.9,27.9,27.9,27.9,19611000,766310,1419800,0,465600,3306500,4393200,3728700,5531300,2518200,1840000,0,2340500,2053200,2285500,2634800,4941800,1,0,0,2,2,2,4,4,15,,,,2553,2685;3771;7245;7476;11879,True;True;True;True;True,2789;3917;7534;7827;12403,14742;14743;14744;14745;14746;14747;20872;20873;20874;20875;20876;20877;41228;43338;43339;43340;43341;43342;43343;43344;69099;69100;69101;69102;69103,10410;10411;10412;14924;14925;14926;14927;29391;30953;30954;30955;30956;30957;30958;49632;49633,10411;14925;29391;30955;49633,,,9606
Q9Y2R4,Q9Y2R4,1,1,1,Probable ATP-dependent RNA helicase DDX52,DDX52,sp|Q9Y2R4|DDX52_HUMAN Probable ATP-dependent RNA helicase DDX52 OS=Homo sapiens OX=9606 GN=DDX52 PE=1 SV=3,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,67.497,599,599,1,4,0.001328,7.5727,,,,,By MS/MS,By MS/MS,By MS/MS,By matching,0,0,0,0,2,2,2,2,1210100,0,0,0,0,185370,367290,346550,310840,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,,,,2554,1925,TRUE,2006,10784;10785;10786;10787,7647;7648;7649,7649,,,9606
Q9Y2R9,Q9Y2R9,7,7,7,"28S ribosomal protein S7, mitochondrial",MRPS7,"sp|Q9Y2R9|RT07_HUMAN 28S ribosomal protein S7, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS7 PE=1 SV=2",1,7,7,7,4,1,1,3,4,6,5,6,4,1,1,3,4,6,5,6,4,1,1,3,4,6,5,6,32.6,32.6,32.6,28.134,242,242,1,30,0,56.313,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,21.9,4.5,4.5,16.9,20.7,26,26.4,27.7,19724000,597210,447570,89302,579980,3782000,4850400,3862100,5515400,977820,0,0,867840,1602100,1828800,1648600,1791700,0,1,0,1,3,4,4,6,19,,,,2555,2927;5463;5464;7734;10377;11692;11919,True;True;True;True;True;True;True,3042;5682;5683;8103;10841;12210;12444,16131;31238;31239;31240;31241;31242;31243;31244;31245;44819;44820;44821;44822;44823;44824;60223;60224;60225;60226;60227;67911;67912;67913;67914;67915;69294;69295;69296;69297;69298,11437;22291;22292;22293;22294;32102;32103;32104;32105;32106;43201;43202;43203;48739;48740;48741;49782;49783;49784,11437;22291;22293;32104;43203;48740;49782,,,9606
Q9Y2S2,Q9Y2S2,2,2,2,Lambda-crystallin homolog,CRYL1,sp|Q9Y2S2|CRYL1_HUMAN Lambda-crystallin homolog OS=Homo sapiens OX=9606 GN=CRYL1 PE=1 SV=3,1,2,2,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,8.2,8.2,8.2,35.419,319,319,1,3,0,14.353,,,,By MS/MS,,,,By MS/MS,0,0,0,3.8,0,0,0,8.2,2456800,0,0,0,521010,0,0,0,1935800,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,,,,2556,4024;4224,True;True,4182;4393,22453;23716;23717,16062;16974,16062;16974,,,9606
Q9Y2T2,Q9Y2T2,3,3,3,AP-3 complex subunit mu-1,AP3M1,sp|Q9Y2T2|AP3M1_HUMAN AP-3 complex subunit mu-1 OS=Homo sapiens OX=9606 GN=AP3M1 PE=1 SV=1,1,3,3,3,0,3,1,2,3,2,3,3,0,3,1,2,3,2,3,3,0,3,1,2,3,2,3,3,14.4,14.4,14.4,46.939,418,418,1,17,0,25.843,,By MS/MS,By matching,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,14.4,5.5,11,14.4,8.9,14.4,14.4,10205000,0,796500,54085,331040,1696200,1727600,1878300,3721400,0,814560,0,984780,963780,1115900,1090800,1814200,0,3,0,0,2,0,2,3,10,,,,2557,19;3320;11241,True;True;True,19;3445;11747,98;99;100;101;102;103;18370;18371;18372;18373;18374;18375;65351;65352;65353;65354;65355,64;65;66;13084;13085;13086;46921;46922;46923;46924,64;13084;46921,,,9606
Q9Y2U8,Q9Y2U8,2,2,2,Inner nuclear membrane protein Man1,LEMD3,sp|Q9Y2U8|MAN1_HUMAN Inner nuclear membrane protein Man1 OS=Homo sapiens OX=9606 GN=LEMD3 PE=1 SV=2,1,2,2,2,0,0,0,0,0,2,2,2,0,0,0,0,0,2,2,2,0,0,0,0,0,2,2,2,4,4,4,99.996,911,911,1,6,0,18.541,,,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,0,0,4,4,4,5618800,0,0,0,0,0,1664800,1976000,1978000,0,0,0,0,0,1011800,1224700,1226800,0,0,0,0,0,2,1,2,5,,,,2558,631;10968,True;True,665;11462,3510;3511;3512;63805;63806;63807,2581;2582;45859;45860;45861,2582;45860,,,9606
Q9Y2V2,Q9Y2V2,2,2,2,Calcium-regulated heat stable protein 1,CARHSP1,sp|Q9Y2V2|CHSP1_HUMAN Calcium-regulated heat-stable protein 1 OS=Homo sapiens OX=9606 GN=CARHSP1 PE=1 SV=2,1,2,2,2,0,2,0,1,2,2,2,1,0,2,0,1,2,2,2,1,0,2,0,1,2,2,2,1,36.7,36.7,36.7,15.892,147,147,1,10,0,14.945,,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,36.7,0,10.9,36.7,36.7,36.7,25.9,12076000,0,503620,0,453320,2996900,2877500,3182100,2062500,0,766570,0,0,2488700,1666200,2517400,0,0,1,0,1,2,1,2,1,8,,,,2559,6734;9297,True;True,6999;9719,38406;38407;38408;38409;38410;53762;53763;53764;53765;53766,27400;27401;27402;27403;27404;38355;38356;38357,27400;38357,,,9606
Q9Y2W1,Q9Y2W1,5,5,5,Thyroid hormone receptor-associated protein 3,THRAP3,sp|Q9Y2W1|TR150_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=2,1,5,5,5,3,4,1,1,4,4,3,4,3,4,1,1,4,4,3,4,3,4,1,1,4,4,3,4,6.8,6.8,6.8,108.66,955,955,1,24,0,70.405,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,3.6,6,1.4,1.4,4.9,6,4.1,6,14861000,665730,2039900,261040,530520,2614400,3324200,1806000,3618900,1382000,1474300,0,0,1018900,1465000,1263700,1187900,1,4,0,1,3,3,3,2,17,,,,2560,5564;7769;8428;9248;9476,True;True;True;True;True,5791;8140;8821;9670;9902,31854;31855;31856;31857;31858;45031;45032;45033;45034;45035;45036;48778;48779;53479;53480;53481;53482;53483;53484;53485;53486;54690;54691;54692,22708;22709;22710;22711;22712;32264;32265;32266;32267;34845;38130;38131;38132;38133;38134;38135;39005;39006,22708;32267;34845;38131;39005,,,9606
Q9Y2X3,Q9Y2X3,11,11,11,Nucleolar protein 58,NOP58,sp|Q9Y2X3|NOP58_HUMAN Nucleolar protein 58 OS=Homo sapiens OX=9606 GN=NOP58 PE=1 SV=1,1,11,11,11,8,9,5,9,9,11,11,11,8,9,5,9,9,11,11,11,8,9,5,9,9,11,11,11,27.4,27.4,27.4,59.578,529,529,1,74,0,104.09,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,21.2,24.2,13,21.7,24.2,27.4,27.4,27.4,63841000,2223700,7024900,681240,4777600,9730300,12854000,11469000,15080000,2676500,3215000,1702300,2710000,2076100,2677100,2268100,2699000,5,8,3,5,8,10,10,10,59,,,,2561,1482;3633;5368;5369;6198;6909;9523;10316;10889;11560;11669,True;True;True;True;True;True;True;True;True;True;True,1549;3775;5584;5585;6443;7176;9949;10776;11380;12076;12186,8239;8240;8241;8242;8243;8244;8245;8246;20110;20111;20112;20113;20114;30716;30717;30718;30719;30720;30721;30722;30723;30724;30725;30726;35416;35417;35418;35419;35420;35421;35422;35423;35424;39369;39370;39371;39372;39373;39374;39375;39376;54928;54929;54930;54931;54932;54933;54934;59901;59902;59903;59904;59905;59906;59907;59908;63347;63348;63349;63350;63351;63352;63353;67119;67120;67121;67122;67786;67787;67788;67789;67790;67791;67792,5825;5826;5827;5828;5829;5830;5831;5832;14355;14356;14357;14358;14359;21944;21945;21946;21947;21948;21949;21950;21951;25275;25276;25277;25278;25279;25280;25281;28105;28106;28107;28108;28109;28110;39195;39196;39197;39198;39199;39200;42972;42973;42974;42975;42976;42977;42978;42979;42980;45528;45529;45530;45531;45532;48164;48165;48166;48661;48662;48663,5832;14355;21944;21949;25280;28110;39196;42976;45529;48165;48662,603,383,9606
Q9Y2Z0,Q9Y2Z0,7,7,7,Suppressor of G2 allele of SKP1 homolog,SUGT1,sp|Q9Y2Z0|SGT1_HUMAN Protein SGT1 homolog OS=Homo sapiens OX=9606 GN=SUGT1 PE=1 SV=3,1,7,7,7,3,3,1,1,4,6,6,5,3,3,1,1,4,6,6,5,3,3,1,1,4,6,6,5,20.3,20.3,20.3,41.024,365,365,1,29,0,40.664,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,11,11,4.1,4.1,13.7,17.3,16.4,13.4,17246000,444900,1277500,218870,429740,3643500,3575200,5320300,2336000,1709900,1994300,0,0,2370100,2563000,2008400,1542700,0,0,0,0,3,4,4,2,13,,,,2562,5847;5926;6004;6705;6706;7681;9334,True;True;True;True;True;True;True,6081;6165;6244;6969;6970;8039;9758,33547;33548;33549;33550;33962;33963;33964;33965;33966;33967;34356;34357;34358;34359;34360;34361;34362;34363;38252;38253;38254;38255;38256;38257;38258;38259;44475;44476;54015,23943;24243;24244;24512;24513;24514;24515;27295;27296;27297;27298;31821;31822;38519,23943;24243;24513;27296;27298;31821;38519,604,82,9606
Q9Y2Z4,Q9Y2Z4,3,3,3,"Tyrosine--tRNA ligase, mitochondrial",YARS2,"sp|Q9Y2Z4|SYYM_HUMAN Tyrosine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=YARS2 PE=1 SV=2",1,3,3,3,2,3,1,2,3,3,3,2,2,3,1,2,3,3,3,2,2,3,1,2,3,3,3,2,7.8,7.8,7.8,53.198,477,477,1,19,0,22.319,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.6,7.8,1.9,4.6,7.8,7.8,7.8,5,5491600,295200,1121600,64226,590780,536060,1152900,947360,783510,607950,861230,0,888950,380980,513740,633880,513740,1,3,0,2,2,2,3,3,16,,,,2563,257;333;4201,True;True;True,268;349;4367,1390;1391;1392;1393;1394;1835;1836;1837;1838;1839;1840;23551;23552;23553;23554;23555;23556;23557;23558,1007;1008;1009;1010;1011;1012;1338;1339;1340;16849;16850;16851;16852;16853;16854;16855,1008;1338;16852,,,9606
Q9Y2Z9,Q9Y2Z9,3,3,3,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",COQ6,"sp|Q9Y2Z9|COQ6_HUMAN Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial OS=Homo sapiens OX=9606 GN=COQ6 PE=1 SV=2",1,3,3,3,0,0,1,0,1,2,0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,2,0,0,6.8,6.8,6.8,50.869,468,468,1,4,0,17.656,,,By MS/MS,,By MS/MS,By MS/MS,,,0,0,2.1,0,2.8,4.1,0,0,529890,0,0,52467,0,0,477430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,,,,2564,4508;7195;10538,True;True;True,4689;7471;11010,25532;40886;61185;61186,18308;29159;43924,18308;29159;43924,,,9606
Q9Y305,Q9Y305,2,2,2,"Acyl-coenzyme A thioesterase 9, mitochondrial",ACOT9,"sp|Q9Y305|ACOT9_HUMAN Acyl-coenzyme A thioesterase 9, mitochondrial OS=Homo sapiens OX=9606 GN=ACOT9 PE=1 SV=2",1,2,2,2,1,0,0,1,2,2,1,1,1,0,0,1,2,2,1,1,1,0,0,1,2,2,1,1,4.1,4.1,4.1,49.901,439,439,1,8,0.0005005,11.753,By MS/MS,,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,1.8,0,0,2.3,4.1,4.1,1.8,1.8,881660,39494,0,0,48390,217950,205820,122370,247640,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4,,,,2565,4087;4230,True;True,4248;4399,22871;22872;22873;23764;23765;23766;23767;23768,16384;17011;17012;17013,16384;17013,,,9606
Q9Y316,Q9Y316,5,5,5,Protein MEMO1,MEMO1,sp|Q9Y316|MEMO1_HUMAN Protein MEMO1 OS=Homo sapiens OX=9606 GN=MEMO1 PE=1 SV=1,1,5,5,5,2,2,2,3,3,4,3,4,2,2,2,3,3,4,3,4,2,2,2,3,3,4,3,4,29,29,29,33.733,297,297,1,23,0,68.834,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,6.7,6.7,6.7,11.4,11.4,18.5,11.4,21.9,14619000,421110,1226800,253870,844380,2910300,2182200,1667700,5112300,1308800,1691100,1477100,1317300,2008100,1253300,1137600,1438200,2,2,0,2,2,3,2,3,16,,,,2566,1512;4240;7399;10276;11930,True;True;True;True;True,1580;4410;7738;10735;12455,8393;23830;23831;23832;23833;23834;42348;59678;59679;59680;59681;59682;59683;59684;59685;69363;69364;69365;69366;69367;69368;69369;69370,5939;17055;30099;42812;42813;42814;42815;42816;42817;42818;42819;49848;49849;49850;49851;49852;49853,5939;17055;30099;42814;49850,,,9606
Q9Y333,Q9Y333,1,1,1,U6 snRNA-associated Sm-like protein LSm2,LSM2,sp|Q9Y333|LSM2_HUMAN U6 snRNA-associated Sm-like protein LSm2 OS=Homo sapiens OX=9606 GN=LSM2 PE=1 SV=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,20,10.834,95,95,1,8,0.0013612,8.0962,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,20,20,20,20,20,20,20,20,4450000,232210,400230,96399,0,772440,916190,927550,1105000,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,6,,,,2567,6998,TRUE,7267,39837;39838;39839;39840;39841;39842;39843;39844,28417;28418;28419;28420;28421;28422,28422,,,9606
