Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides HD1,Peptides HD2,Peptides HD3,Peptides HD4,Peptides HE1,Peptides HE2,Peptides HE3,Peptides HE4,Razor + unique peptides HD1,Razor + unique peptides HD2,Razor + unique peptides HD3,Razor + unique peptides HD4,Razor + unique peptides HE1,Razor + unique peptides HE2,Razor + unique peptides HE3,Razor + unique peptides HE4,Unique peptides HD1,Unique peptides HD2,Unique peptides HD3,Unique peptides HD4,Unique peptides HE1,Unique peptides HE2,Unique peptides HE3,Unique peptides HE4,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type HD1,Identification type HD2,Identification type HD3,Identification type HD4,Identification type HE1,Identification type HE2,Identification type HE3,Identification type HE4,Sequence coverage HD1 [%],Sequence coverage HD2 [%],Sequence coverage HD3 [%],Sequence coverage HD4 [%],Sequence coverage HE1 [%],Sequence coverage HE2 [%],Sequence coverage HE3 [%],Sequence coverage HE4 [%],Intensity,Intensity HD1,Intensity HD2,Intensity HD3,Intensity HD4,Intensity HE1,Intensity HE2,Intensity HE3,Intensity HE4,LFQ intensity HD1,LFQ intensity HD2,LFQ intensity HD3,LFQ intensity HD4,LFQ intensity HE1,LFQ intensity HE2,LFQ intensity HE3,LFQ intensity HE4,MS/MS count HD1,MS/MS count HD2,MS/MS count HD3,MS/MS count HD4,MS/MS count HE1,MS/MS count HE2,MS/MS count HE3,MS/MS count HE4,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
Q92985,Q92985,1,1,1,Interferon regulatory factor 7,IRF7,sp|Q92985|IRF7_HUMAN Interferon regulatory factor 7 OS=Homo sapiens OX=9606 GN=IRF7 PE=1 SV=2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,2,54.277,503,503,1,1,0.0008658,2.5055,,,,,,,By MS/MS,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,2076,11270,TRUE,11729,62825,44345,44345,,,9606
Q93008;O00507,Q93008,3;1,3;1,3;1,Probable ubiquitin carboxyl-terminal hydrolase FAF-X,USP9X,sp|Q93008|USP9X_HUMAN Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Homo sapiens OX=9606 GN=USP9X PE=1 SV=4,2,3,3,3,2,0,3,2,2,1,0,0,2,0,3,2,2,1,0,0,2,0,3,2,2,1,0,0,1.2,1.2,1.2,290.46,2554,2554;2555,1,10,0,5.0143,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,,0.8,0,1.2,0.8,0.8,0.4,0,0,1907800,160860,0,799610,101700,763830,81807,0,0,297560,0,413850,316680,213760,0,0,0,1,0,3,1,0,0,0,0,5,,,,2077,1117;7075;12552,True;True;True,1164;7331;13057,5893;5894;5895;5896;5897;38754;38755;70008;70009;70010,4155;4156;27236;49473;49474,4155;27236;49474,,,9606;9606
Q93009,Q93009,6,6,6,Ubiquitin carboxyl-terminal hydrolase 7,USP7,sp|Q93009|UBP7_HUMAN Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens OX=9606 GN=USP7 PE=1 SV=2,1,6,6,6,3,3,5,3,5,2,2,4,3,3,5,3,5,2,2,4,3,3,5,3,5,2,2,4,7.3,7.3,7.3,128.3,1102,1102,1,28,0,19.625,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,3.7,3.7,6.4,3.2,6.2,2.6,2.6,5.1,18012000,3152100,1947600,3740000,2010200,3119900,1345700,1478100,1218700,2599700,2458700,2810300,2535500,898280,2005800,1908100,932770,1,1,5,1,4,0,1,1,14,,,,2078,2333;2763;2777;4785;4859;6986,True;True;True;True;True;True,2418;2863;2881;4967;5043;7240,12272;12273;12274;12275;14569;14570;14571;14677;14678;14679;14680;25991;25992;25993;25994;25995;25996;25997;26451;26452;26453;26454;26455;26456;26457;26458;38281;38282,8503;8504;8505;8506;10083;10084;10158;18258;18259;18260;18261;18262;18597;26889,8505;10083;10158;18260;18597;26889,,,9606
Q93062;Q6ZRY4,Q93062;Q6ZRY4,2;1,2;1,2;1,RNA-binding protein with multiple splicing;RNA-binding protein with multiple splicing 2,RBPMS;RBPMS2,sp|Q93062|RBPMS_HUMAN RNA-binding protein with multiple splicing OS=Homo sapiens OX=9606 GN=RBPMS PE=1 SV=1;sp|Q6ZRY4|RBPS2_HUMAN RNA-binding protein with multiple splicing 2 OS=Homo sapiens OX=9606 GN=RBPMS2 PE=1 SV=1,2,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,14.3,14.3,14.3,21.802,196,196;209,1,2,0,22.906,,,,,By MS/MS,,,,0,0,0,0,14.3,0,0,0,3402100,0,0,0,0,3402100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,,,2079,167;2081,True;True,171;2155,878;11039,602;7656,602;7656,,,9606;9606
Q93084,Q93084,3,1,1,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3,ATP2A3,sp|Q93084|AT2A3_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 OS=Homo sapiens OX=9606 GN=ATP2A3 PE=1 SV=3,1,3,1,1,2,2,3,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.4,1.9,1.9,109.25,999,999,1,1,0,14.996,By matching,By matching,By MS/MS,By matching,By matching,,,By matching,2.5,2.5,4.4,2.5,2.5,0,0,1.6,634050,0,0,634050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,2080,3859;5154;5270,True;False;False,3994;5349;5471,20479;28132;28133;28134;28135;28136;28137;28775;28776;28777;28778;28779;28780;28781,14310;19799;19800;19801;19802;20266;20267;20268;20269,14310;19800;20268,,,9606
Q969G3,Q969G3,2,2,2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,SMARCE1,sp|Q969G3|SMCE1_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 OS=Homo sapiens OX=9606 GN=SMARCE1 PE=1 SV=2,1,2,2,2,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,6.1,6.1,6.1,46.649,411,411,1,3,0,18.031,,,By MS/MS,,By MS/MS,,By MS/MS,,0,0,2.9,0,3.2,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,,,,2081,2723;5557,True;True,2823;5763,14364;30500;30501,9952;21426;21427,9952;21427,,,9606
Q969L4,Q969L4,2,2,2,U7 snRNA-associated Sm-like protein LSm10,LSM10,sp|Q969L4|LSM10_HUMAN U7 snRNA-associated Sm-like protein LSm10 OS=Homo sapiens OX=9606 GN=LSM10 PE=1 SV=1,1,2,2,2,0,0,0,0,1,2,2,2,0,0,0,0,1,2,2,2,0,0,0,0,1,2,2,2,26,26,26,14.08,123,123,1,7,0,4.8721,,,,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,0,0,0,7.3,26,26,26,836970,0,0,0,0,0,268510,381370,187080,0,0,0,0,0,288500,310600,0,0,0,0,0,1,1,1,2,5,,,,2082,6156;12598,True;True,6381;13103,33822;33823;33824;33825;70294;70295;70296,23683;23684;23685;49671;49672,23683;49672,,,9606
Q969M3,Q969M3,1,1,1,Protein YIPF5,YIPF5,sp|Q969M3|YIPF5_HUMAN Protein YIPF5 OS=Homo sapiens OX=9606 GN=YIPF5 PE=1 SV=1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,3.5,3.5,3.5,27.989,257,257,1,2,0.0057339,1.7935,,,By MS/MS,,By MS/MS,,,,0,0,3.5,0,3.5,0,0,0,1221700,0,0,391540,0,830110,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,,,,2083,10775,TRUE,11214,59988;59989,42260;42261,42260,,,9606
Q969Q0;P83881,Q969Q0;P83881,2;1,2;1,2;1,60S ribosomal protein L36a-like;60S ribosomal protein L36a,RPL36AL;RPL36A,sp|Q969Q0|RL36L_HUMAN 60S ribosomal protein L36a-like OS=Homo sapiens OX=9606 GN=RPL36AL PE=1 SV=3;sp|P83881|RL36A_HUMAN 60S ribosomal protein L36a OS=Homo sapiens OX=9606 GN=RPL36A PE=1 SV=2,2,2,2,2,0,0,1,0,2,2,2,2,0,0,1,0,2,2,2,2,0,0,1,0,2,2,2,2,17.9,17.9,17.9,12.469,106,106;106,1,9,0,2.7981,,,By matching,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,0,8.5,0,17.9,17.9,17.9,17.9,1091100,0,0,48005,0,248460,70014,187970,536650,0,0,0,0,42980,0,0,178140,0,0,0,0,1,1,0,1,3,,,,2084,3337;3838,True;True,3455;3973,17718;17719;17720;17721;20377;20378;20379;20380;20381,12324;12325;14228,12325;14228,,,9606;9606
Q969S3,Q969S3,3,3,3,Zinc finger protein 622,ZNF622,sp|Q969S3|ZN622_HUMAN Zinc finger protein 622 OS=Homo sapiens OX=9606 GN=ZNF622 PE=1 SV=1,1,3,3,3,1,0,2,1,2,2,1,3,1,0,2,1,2,2,1,3,1,0,2,1,2,2,1,3,9.9,9.9,9.9,54.271,477,477,1,12,0,7.4275,By matching,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.6,0,6.5,4.6,8,6.5,4.6,9.9,3669300,46282,0,540930,84810,616280,561560,499420,1320000,0,0,279410,0,0,369480,0,807940,0,0,1,0,2,1,1,3,8,,,,2085,1131;7226;10201,True;True;True,1178;7484;10616,5969;5970;39574;39575;39576;56178;56179;56180;56181;56182;56183;56184,4191;4192;27780;39291;39292;39293;39294;39295,4191;27780;39291,,,9606
Q969T9,Q969T9,2,2,2,WW domain-binding protein 2,WBP2,sp|Q969T9|WBP2_HUMAN WW domain-binding protein 2 OS=Homo sapiens OX=9606 GN=WBP2 PE=1 SV=1,1,2,2,2,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,7.7,7.7,7.7,28.087,261,261,1,8,0,5.718,,,,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,0,0,0,7.7,7.7,7.7,7.7,36440000,0,0,0,0,13739000,6942500,7002300,8756500,0,0,0,0,6428900,7508300,7530300,8122700,0,0,0,0,2,2,2,2,8,,,,2086,5413;8768,True;True,5617;9142,29602;29603;29604;29605;48568;48569;48570;48571,20822;20823;20824;20825;34157;34158;34159;34160,20823;34160,,,9606
Q969V3,Q969V3,3,3,3,Nicalin,NCLN,sp|Q969V3|NCLN_HUMAN Nicalin OS=Homo sapiens OX=9606 GN=NCLN PE=1 SV=2,1,3,3,3,0,0,2,0,3,0,0,0,0,0,2,0,3,0,0,0,0,0,2,0,3,0,0,0,8.7,8.7,8.7,62.974,563,563,1,5,0,4.984,,,By MS/MS,,By MS/MS,,,,0,0,6.2,0,8.7,0,0,0,4779600,0,0,1484700,0,3294900,0,0,0,0,0,713460,0,672990,0,0,0,0,0,2,0,2,0,0,0,4,,,,2087,63;7803;9249,True;True;True,64;8129;9633,331;332;42808;51193;51194,242;243;29917;35850;35851,242;29917;35850,585,51,9606
Q969X5,Q969X5,4,4,4,Endoplasmic reticulum-Golgi intermediate compartment protein 1,ERGIC1,sp|Q969X5|ERGI1_HUMAN Endoplasmic reticulum-Golgi intermediate compartment protein 1 OS=Homo sapiens OX=9606 GN=ERGIC1 PE=1 SV=1,1,4,4,4,2,1,2,1,2,1,1,0,2,1,2,1,2,1,1,0,2,1,2,1,2,1,1,0,19.7,19.7,19.7,32.592,290,290,1,10,0,5.7982,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,13.1,8.3,11.4,8.3,11.7,8.3,8.3,0,2847300,135250,107280,792440,218080,1009500,173600,411170,0,0,0,0,0,0,0,0,0,2,0,2,0,2,1,1,0,8,,,,2088,2407;2511;7309;7460,True;True;True;True,2495;2602;7568;7724,12634;13211;39983;39984;39985;39986;39987;39988;39989;40767,8746;9169;28059;28060;28061;28062;28063;28600,8746;9169;28060;28600,,,9606
Q969Z0,Q969Z0,2,2,2,Protein TBRG4,TBRG4,sp|Q969Z0|FAKD4_HUMAN FAST kinase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=TBRG4 PE=1 SV=1,1,2,2,2,0,0,2,1,1,0,1,1,0,0,2,1,1,0,1,1,0,0,2,1,1,0,1,1,5.1,5.1,5.1,70.737,631,631,1,6,0,8.4383,,,By MS/MS,By MS/MS,By MS/MS,,By matching,By MS/MS,0,0,5.1,3.2,3.2,0,3.2,3.2,2281600,0,0,888870,168370,673260,0,362730,188350,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,5,,,,2089,1474;6790,True;True,1533;7033,7809;7810;7811;7812;7813;37297,5456;5457;5458;5459;26180,5456;26180,,,9606
Q96A26,Q96A26,3,3,3,Protein FAM162A,FAM162A,sp|Q96A26|F162A_HUMAN Protein FAM162A OS=Homo sapiens OX=9606 GN=FAM162A PE=1 SV=2,1,3,3,3,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,25.3,25.3,25.3,17.342,154,154,1,12,0,37.298,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,13,13,18.2,13,20.1,13,18.2,13,6878600,269690,286830,897240,201810,3216800,805440,709550,491140,0,0,0,0,0,0,0,0,1,0,2,2,3,1,2,1,12,,,,2090,2690;3830;5477,True;True;True,2786;2787;3965;5683,14197;14198;14199;14200;14201;14202;14203;14204;14205;20345;30023;30024,9836;9837;9838;9839;9840;9841;9842;9843;9844;14204;21100;21101,9841;14204;21100,586,91,9606
Q96A33,Q96A33,3,3,3,Coiled-coil domain-containing protein 47,CCDC47,sp|Q96A33|CCD47_HUMAN PAT complex subunit CCDC47 OS=Homo sapiens OX=9606 GN=CCDC47 PE=1 SV=1,1,3,3,3,3,1,3,3,2,3,2,1,3,1,3,3,2,3,2,1,3,1,3,3,2,3,2,1,8.9,8.9,8.9,55.873,483,483,1,19,0,4.7204,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,8.9,2.1,8.9,8.9,3.9,8.9,7,2.1,8073800,658790,217650,2069000,525180,2179100,929750,1033500,460840,1132600,0,1130900,1160100,894970,675190,743030,0,1,1,2,1,1,1,2,0,9,,,,2091,1992;9206;9373,True;True;True,2066;9590;9761,10641;10642;10643;10644;10645;50959;50960;50961;50962;50963;51845;51846;51847;51848;51849;51850;51851;51852;51853,7390;7391;35704;36250;36251;36252;36253;36254;36255,7391;35704;36253,,,9606
Q96A49,Q96A49,1,1,1,Synapse-associated protein 1,SYAP1,sp|Q96A49|SYAP1_HUMAN Synapse-associated protein 1 OS=Homo sapiens OX=9606 GN=SYAP1 PE=1 SV=1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,4,4,39.933,352,352,1,1,0,3.9781,,,,,By MS/MS,,,,0,0,0,0,4,0,0,0,576120,0,0,0,0,576120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2092,5494,TRUE,5700,30122,21171,21171,,,9606
Q96AB3,Q96AB3,1,1,1,"Isochorismatase domain-containing protein 2, mitochondrial",ISOC2,sp|Q96AB3|ISOC2_HUMAN Isochorismatase domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ISOC2 PE=1 SV=1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,7.3,7.3,7.3,22.337,205,205,1,2,0.0039541,1.9637,,,By MS/MS,,,By MS/MS,,,0,0,7.3,0,0,7.3,0,0,1117200,0,0,1117200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,,,,2093,4067,TRUE,4212,21662;21663,15143;15144,15143,,,9606
Q96AE4,Q96AE4,6,6,5,Far upstream element-binding protein 1,FUBP1,sp|Q96AE4|FUBP1_HUMAN Far upstream element-binding protein 1 OS=Homo sapiens OX=9606 GN=FUBP1 PE=1 SV=3,1,6,6,5,3,2,4,4,5,4,6,4,3,2,4,4,5,4,6,4,2,2,3,3,4,3,5,3,9.8,9.8,8.4,67.56,644,644,1,38,0,10.811,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,5.3,3.9,6.5,6.5,7.8,6.5,9.8,6.5,22633000,950230,700680,3621400,813820,7098800,2623300,3536600,3288500,2134300,1950000,1761600,1669700,1541800,1326400,1250100,1629000,1,0,6,2,5,4,7,6,31,,,,2094,2100;2453;4875;4880;6724;9333,True;True;True;True;True;True,2178;2543;5059;5064;6967;9720,11151;11152;11153;11154;11155;11156;11157;11158;11159;11160;11161;11162;12883;12884;12885;12886;12887;12888;12889;26544;26565;26566;26567;26568;26569;26570;26571;26572;37002;37003;51636;51637;51638;51639;51640;51641;51642;51643,7728;7729;7730;7731;7732;7733;7734;7735;7736;8924;8925;8926;8927;8928;8929;8930;18658;18668;18669;18670;18671;18672;25969;25970;36118;36119;36120;36121;36122;36123;36124,7732;8929;18658;18671;25969;36119,,,9606
Q96AG4,Q96AG4,1,1,1,Leucine-rich repeat-containing protein 59,LRRC59,sp|Q96AG4|LRC59_HUMAN Leucine-rich repeat-containing protein 59 OS=Homo sapiens OX=9606 GN=LRRC59 PE=1 SV=1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,3.3,3.3,3.3,34.93,307,307,1,7,0.0028135,2.0951,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,3.3,3.3,3.3,3.3,3.3,0,3.3,3.3,5005500,430560,279380,2444700,270470,0,0,0,1580400,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,7,,,,2095,7194,TRUE,7451,39383;39384;39385;39386;39387;39388;39389,27623;27624;27625;27626;27627;27628;27629,27628,,,9606
Q96AX1,Q96AX1,1,1,1,Vacuolar protein sorting-associated protein 33A,VPS33A,sp|Q96AX1|VP33A_HUMAN Vacuolar protein sorting-associated protein 33A OS=Homo sapiens OX=9606 GN=VPS33A PE=1 SV=1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1.5,1.5,1.5,67.61,596,596,1,6,0,3.0508,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,,1.5,1.5,1.5,0,1.5,1.5,1.5,0,152070,0,152070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,6,,,,2096,1047,TRUE,1089,5558;5559;5560;5561;5562;5563,3919;3920;3921;3922;3923;3924,3922,,,9606
Q96AZ6,Q96AZ6,10,10,10,Interferon-stimulated gene 20 kDa protein,ISG20,sp|Q96AZ6|ISG20_HUMAN Interferon-stimulated gene 20 kDa protein OS=Homo sapiens OX=9606 GN=ISG20 PE=1 SV=2,1,10,10,10,1,2,4,1,9,10,10,9,1,2,4,1,9,10,10,9,1,2,4,1,9,10,10,9,54.1,54.1,54.1,20.363,181,181,1,81,0,252.07,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,6.1,11.6,31.5,6.1,54.1,54.1,54.1,49.7,196570000,339730,276970,2995500,403110,40724000,57690000,70514000,23623000,0,174880,392190,0,2487900,16539000,15531000,3970800,0,0,0,0,15,20,21,11,67,,,,2097,865;1582;2660;3354;3804;3805;6244;7548;9821;11850,True;True;True;True;True;True;True;True;True;True,901;902;1644;2755;3472;3937;3938;3939;6472;7815;10231;12335;12336,4546;4547;4548;4549;4550;4551;4552;4553;4554;4555;4556;4557;4558;4559;4560;8326;8327;8328;14047;14048;14049;14050;14051;14052;14053;17797;17798;17799;17800;17801;17802;20204;20205;20206;20207;20208;20209;20210;20211;20212;20213;20214;20215;20216;34345;34346;34347;34348;34349;41233;41234;41235;41236;54317;54318;54319;54320;54321;54322;66080;66081;66082;66083;66084;66085;66086;66087;66088;66089;66090;66091;66092;66093;66094;66095;66096;66097;66098;66099;66100;66101,3162;3163;3164;3165;3166;3167;3168;3169;3170;3171;5805;5806;9739;9740;9741;9742;9743;9744;12390;12391;12392;12393;14095;14096;14097;14098;14099;14100;14101;14102;14103;14104;14105;14106;24040;24041;24042;24043;24044;28912;28913;28914;28915;37958;37959;37960;37961;37962;37963;46645;46646;46647;46648;46649;46650;46651;46652;46653;46654;46655;46656;46657;46658;46659;46660;46661;46662,3170;5805;9743;12390;14096;14098;24041;28913;37962;46653,587;588;589,64;102;159,9606
Q96B97,Q96B97,4,4,4,SH3 domain-containing kinase-binding protein 1,SH3KBP1,sp|Q96B97|SH3K1_HUMAN SH3 domain-containing kinase-binding protein 1 OS=Homo sapiens OX=9606 GN=SH3KBP1 PE=1 SV=2,1,4,4,4,1,2,2,3,4,3,1,2,1,2,2,3,4,3,1,2,1,2,2,3,4,3,1,2,13.7,13.7,13.7,73.125,665,665,1,18,0,9.5917,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,2,4.8,4.8,10.2,13.7,10.2,2,5.4,6717900,125550,76920,309650,369500,4114900,809880,183400,728070,0,0,437590,417560,677900,0,0,614330,0,0,1,1,1,0,1,2,6,,,,2098,628;5626;9316;9342,True;True;True;True,659;5833;9702;9729,3354;3355;30876;30877;30878;30879;30880;51527;51528;51529;51530;51531;51532;51533;51534;51687;51688;51689,2349;21698;36049;36050;36051;36149,2349;21698;36049;36149,,,9606
Q96BH1,Q96BH1,2,2,2,E3 ubiquitin-protein ligase RNF25,RNF25,sp|Q96BH1|RNF25_HUMAN E3 ubiquitin-protein ligase RNF25 OS=Homo sapiens OX=9606 GN=RNF25 PE=1 SV=1,1,2,2,2,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,11.5,11.5,11.5,51.218,459,459,1,3,0.0057165,1.7652,,,,,,By MS/MS,By MS/MS,,0,0,0,0,0,7.4,11.5,0,1005800,0,0,0,0,0,476300,529550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,,,2099,1401;3432,True;True,1458;3551,7444;7445;18178,5168;12646,5168;12646,,,9606
Q96BK5,Q96BK5,5,5,5,PIN2/TERF1-interacting telomerase inhibitor 1,PINX1,sp|Q96BK5|PINX1_HUMAN PIN2/TERF1-interacting telomerase inhibitor 1 OS=Homo sapiens OX=9606 GN=PINX1 PE=1 SV=2,1,5,5,5,0,0,0,0,2,0,1,5,0,0,0,0,2,0,1,5,0,0,0,0,2,0,1,5,26.5,26.5,26.5,37.034,328,328,1,8,0,31.263,,,,,By MS/MS,,By MS/MS,By MS/MS,0,0,0,0,10.7,0,4.9,26.5,7241100,0,0,0,0,0,0,168710,7072400,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,8,,,,2100,763;3348;5636;8025;12048,True;True;True;True;True,796;3466;5843;8367;12539,4030;4031;17771;17772;30931;44469;44470;67199,2830;2831;12368;12369;21735;31248;31249;47431,2831;12368;21735;31248;47431,,,9606
Q96BM9;Q9NVJ2,Q96BM9;Q9NVJ2,2;1,2;1,2;1,ADP-ribosylation factor-like protein 8A;ADP-ribosylation factor-like protein 8B,ARL8A;ARL8B,sp|Q96BM9|ARL8A_HUMAN ADP-ribosylation factor-like protein 8A OS=Homo sapiens OX=9606 GN=ARL8A PE=1 SV=1;sp|Q9NVJ2|ARL8B_HUMAN ADP-ribosylation factor-like protein 8B OS=Homo sapiens OX=9606 GN=ARL8B PE=1 SV=1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,17.7,17.7,17.7,21.416,186,186;186,1,11,0,3.1771,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,12.9,4.8,4.8,4.8,17.7,17.7,4.8,17.7,6889000,1829800,87544,468500,136260,2104300,678830,713760,870040,0,0,0,0,714290,576290,0,564840,1,1,0,1,2,1,0,0,6,,,,2101,7557;7897,True;True,7824;8234,41277;41278;41279;41280;41281;41282;41283;43761;43762;43763;43764,28943;28944;28945;28946;30754;30755,28943;30754,,,9606;9606
Q96BN8,Q96BN8,3,3,3,Ubiquitin thioesterase otulin,OTULIN,sp|Q96BN8|OTUL_HUMAN Ubiquitin thioesterase otulin OS=Homo sapiens OX=9606 GN=OTULIN PE=1 SV=3,1,3,3,3,0,1,1,1,1,1,3,2,0,1,1,1,1,1,3,2,0,1,1,1,1,1,3,2,8.5,8.5,8.5,40.262,352,352,1,10,0,15.145,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,3.1,3.1,3.1,3.1,3.1,8.5,6.2,7070200,0,713410,0,844840,1823400,800310,1504900,1383400,0,0,0,0,0,0,814500,719320,0,0,1,0,1,1,2,2,7,,,,2102,1404;2472;12039,True;True;True,1461;2563;12530,7455;7456;7457;7458;7459;7460;7461;12994;12995;67153,5175;5176;5177;5178;5179;9009;47407,5179;9009;47407,,,9606
Q96BS2,Q96BS2,1,1,1,Calcineurin B homologous protein 3,TESC,sp|Q96BS2|CHP3_HUMAN Calcineurin B homologous protein 3 OS=Homo sapiens OX=9606 GN=TESC PE=1 SV=3,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,9.3,9.3,9.3,24.75,214,214,1,3,0.0067114,1.633,,,By matching,,,,By MS/MS,By MS/MS,0,0,9.3,0,0,0,9.3,9.3,748500,0,0,271670,0,0,0,217400,259430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,,,2103,2727,TRUE,2827,14377;14378;14379,9957;9958,9957,,,9606
Q96BW5,Q96BW5,1,1,1,Phosphotriesterase-related protein,PTER,sp|Q96BW5|PTER_HUMAN Phosphotriesterase-related protein OS=Homo sapiens OX=9606 GN=PTER PE=1 SV=1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,2.9,2.9,2.9,39.017,349,349,1,4,0.0042636,1.8662,,,,,By MS/MS,By MS/MS,By matching,By matching,0,0,0,0,2.9,2.9,2.9,2.9,587530,0,0,0,0,285760,0,157150,144620,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,,,,2104,4755,TRUE,4931,25797;25798;25799;25800,18118;18119,18119,,,9606
